"table","totalRecords","column","displayName","type","isCustom","nonNull","nullCount","nullPct","isSuspect","tags"
"crdfd_supplier","2163","crdfd_congnotinhenhomnay","Công nợ tính đến hôm nay","Decimal","True","935","1228","56.8","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_sourcingpeople","Nhân viên sourcing","Lookup","True","948","1215","56.2","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_trangthaibaogia","Trạng thái báo giá","Picklist","True","952","1211","56","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_supplierphone","Phone","String","True","998","1165","53.9","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_tenthuongmai","Tên thương mại","Lookup","True","1018","1145","52.9","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_ngay_tao","Ngày tạo","DateTime","True","1059","1104","51","False","🟡 mid-null"
"crdfd_supplier","2163","crdfd_cobanob","Có bán ở BĐ?","Boolean","True","1096","1067","49.3","False",""
"crdfd_supplier","2163","crdfd_arpolicy","Chính sách nợ công","String","True","1129","1034","47.8","False",""
"crdfd_supplier","2163","crdfd_trangthaincc","Trạng thái NCC","Picklist","True","1178","985","45.5","False",""
"crdfd_supplier","2163","crdfd_bankname","Tên ngân hàng - VAT","String","True","1476","687","31.8","False",""
"crdfd_supplier","2163","crdfd_banknum","STK ngân hàng - VAT","String","True","1481","682","31.5","False",""
"crdfd_supplier","2163","crdfd_taxcode","MST","String","True","1484","679","31.4","False",""
"crdfd_supplier","2163","crdfd_nccgiaiongap","NCC giải đơn gấp","Boolean","True","1718","445","20.6","False",""
"crdfd_supplier","2163","crdfd_nhacungcap","Có bán cho công ty","Boolean","True","1754","409","18.9","True","⚠️ suspect-name"
"crdfd_supplier","2163","crdfd_type","Type","Picklist","True","1754","409","18.9","False",""
"crdfd_supplier","2163","crdfd_supplier_addr","Địa chỉ","String","True","1837","326","15.1","False",""
"crdfd_supplier","2163","cr1bb_tongtienlast30day_date","Tổng tiền last 30 day (Last Updated On)","DateTime","True","1917","246","11.4","False",""
"crdfd_supplier","2163","cr1bb_tongtienlast30day_state","Tổng tiền last 30 day (State)","Integer","True","1917","246","11.4","False",""
"crdfd_supplier","2163","crdfd_tongtienlast30daynumber","Tổng tiền last 30 day (Number)","Decimal","True","1917","246","11.4","False",""
"crdfd_supplier","2163","cr1bb_soonhangamuatrong3thang","Số đơn hàng đã mua trong 3 tháng","Integer","True","1936","227","10.5","False",""
"crdfd_supplier","2163","crdfd_misaname","Tên pháp lý","String","True","1985","178","8.2","False",""
"crdfd_supplier","2163","crdfd_suppliername","SupplierName","String","True","2159","4","0.2","False",""
"crdfd_supplier","2163","crdfd_loaioituong","Loại đối tượng","Picklist","True","2161","2","0.1","False",""
"crdfd_supplier","2163","cr1bb_manvsource","Mã NV source","String","True","2163","0","0","False",""
"crdfd_supplier","2163","cr1bb_oamessage","OA message","Boolean","True","2163","0","0","False",""
"crdfd_supplier","2163","cr44a_manhacungcap","Mã nhà cung cấp","String","True","2163","0","0","True","⚠️ suspect-name"
"crdfd_supplier","2163","crdfd_checkstknganhang","Check STK ngân hàng","String","True","2163","0","0","True","⚠️ suspect-name"
"crdfd_supplier","2163","crdfd_sonhomsanphamcohoi","Số nhóm sản phẩm cơ hội","Integer","True","2163","0","0","False",""
"crdfd_supplier","2163","crdfd_sonhomsanphamcohoi_date","Số nhóm sản phẩm cơ hội (Last Updated On)","DateTime","True","2163","0","0","False",""
"crdfd_supplier","2163","crdfd_sonhomsanphamcohoi_state","Số nhóm sản phẩm cơ hội (State)","Integer","True","2163","0","0","False",""
"crdfd_supplier","2163","crdfd_soonhang","Số đơn hàng","Integer","True","2163","0","0","False",""
"crdfd_supplier","2163","crdfd_soonhang_date","Số đơn hàng (Last Updated On)","DateTime","True","2163","0","0","False",""
"crdfd_supplier","2163","crdfd_soonhang_state","Số đơn hàng (State)","Integer","True","2163","0","0","False",""
"crdfd_supplier","2163","crdfd_summary","Summary","String","True","2163","0","0","False",""
"crdfd_supplier","2163","crdfd_trangthailenon","Trạng thái lên đơn","String","True","2163","0","0","False",""
"crdfd_supplier","2163","crdfd_trangthaiphanloai","Trạng thái phê duyệt","String","True","2163","0","0","False",""
"crdfd_supplier","2163","cr1bb_tongtienlast30day","Tổng tiền last 30 day","Money","True","-1","-1",,"False",""
"crdfd_supplier","2163","cr1bb_tongtienlast30day_base","Tổng tiền last 30 day (Base)","Money","True","-1","-1",,"False",""
"crdfd_employee","843","cr1bb_capbacname","cr1bb_capbacname","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","cr1bb_chucvuname","cr1bb_chucvuname","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","cr1bb_phongbanname","cr1bb_phongbanname","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","cr1bb_solantham_kh_mongdoi","Số lần thăm KH mong đợi/ ngày","Integer","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","cr1bb_soluongkhachmongdoi","Số lượng khách mong đợi","Integer","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","cr1bb_summary","Summary","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","cr1bb_tenthuongmainame","cr1bb_tenthuongmainame","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","cr1bb_tongluong","Tổng lương","Integer","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","crdfd_firstname","First name","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","crdfd_lastname","Last name","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","crdfd_motasoluoc","Mô tả sơ lược","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","crdfd_nguoilienhekhancap","Người liên hệ khẩn cấp","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","crdfd_quanlytructiepname","crdfd_quanlytructiepname","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","crdfd_social","Social","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","crdfd_stt","STT","Integer","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","crdfd_thongtininhkem_name","crdfd_thongtininhkem_name","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","crdfd_tinhthanhname","crdfd_tinhthanhname","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","crdfd_usernamename","crdfd_usernamename","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","crdfd_usernameyominame","crdfd_usernameyominame","String","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","wc001_mucluong","Mức lương","Decimal","True","0","843","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_employee","843","cr1bb_idmoi","ID mới","String","True","1","842","99.9","False","🔴 high-null"
"crdfd_employee","843","crdfd_ngaykyhd","Ngày ký HD","DateTime","True","1","842","99.9","False","🔴 high-null"
"crdfd_employee","843","crdfd_vaccine","Vaccine","Picklist","True","1","842","99.9","False","🔴 high-null"
"crdfd_employee","843","cr1bb_quanhelaoong","Quan hệ lao động","Picklist","True","2","841","99.8","False","🔴 high-null"
"crdfd_employee","843","crdfd_cmnd","CMND","Integer","True","2","841","99.8","False","🔴 high-null"
"crdfd_employee","843","wc001_namtotnghiep","Năm tốt nghiệp","String","True","2","841","99.8","False","🔴 high-null"
"crdfd_employee","843","wc001_tinhchatlaoong","Tính chất lao động","Picklist","True","2","841","99.8","False","🔴 high-null"
"crdfd_employee","843","wc001_xeploaitotnghiep","Xếp loại tốt nghiệp","String","True","2","841","99.8","False","🔴 high-null"
"crdfd_employee","843","crdfd_ngayketthuchd","Ngày kết thúc HD","DateTime","True","5","838","99.4","False","🔴 high-null"
"crdfd_employee","843","cr1bb_giahanthuviec","Gia hạn thử việc","Integer","True","9","834","98.9","False","🔴 high-null"
"crdfd_employee","843","crdfd_noi_lam_viec_lien_tinh","Nơi làm việc (Liên tỉnh)","String","True","9","834","98.9","False","🔴 high-null"
"crdfd_employee","843","crdfd_oaid","OA ID","String","True","48","795","94.3","False","🔴 high-null"
"crdfd_employee","843","crdfd_json_cap_nhat_kh","JSON_cap_nhat_KH","Memo","True","58","785","93.1","False","🔴 high-null"
"crdfd_employee","843","wc001_chuyennganh","Chuyên ngành","String","True","60","783","92.9","False","🔴 high-null"
"crdfd_employee","843","wc001_noiaotao","Nơi đào tạo","String","True","76","767","91","False","🔴 high-null"
"crdfd_employee","843","cr1bb_tenthuongmai","Tên thương mại","Lookup","True","105","738","87.5","False","🟡 mid-null"
"crdfd_employee","843","wc001_nhkhaccn","Tên NH khác","String","True","117","726","86.1","False","🟡 mid-null"
"crdfd_employee","843","crdfd_stknhkhac","STK NH khác","String","True","119","724","85.9","False","🟡 mid-null"
"crdfd_employee","843","crdfd_json_kpi","Json KPI","Memo","True","133","710","84.2","False","🟡 mid-null"
"crdfd_employee","843","crdfd_thoigiancskh","Thời gian CSKH","Integer","True","136","707","83.9","False","🟡 mid-null"
"crdfd_employee","843","crdfd_trinhovanhoa","Trình độ văn hóa","String","True","140","703","83.4","False","🟡 mid-null"
"crdfd_employee","843","crdfd_photo_timestamp","crdfd_photo_timestamp","BigInt","True","211","632","75","False","🟡 mid-null"
"crdfd_employee","843","crdfd_photo_url","crdfd_photo_url","String","True","211","632","75","False","🟡 mid-null"
"crdfd_employee","843","crdfd_photoid","crdfd_photoid","Uniqueidentifier","True","211","632","75","False","🟡 mid-null"
"crdfd_employee","843","crdfd_sobhxh","Social Security Number","String","True","212","631","74.9","False","🟡 mid-null"
"crdfd_employee","843","crdfd_urlimage","Url Image","String","True","215","628","74.5","False","🟡 mid-null"
"crdfd_employee","843","crdfd_tongcheckinthang","Tổng check in (tháng)","Integer","True","223","620","73.5","True","🟡 mid-null; ⚠️ suspect-name"
"crdfd_employee","843","crdfd_masothue","Person Tax Code","String","True","224","619","73.4","False","🟡 mid-null"
"crdfd_employee","843","cr1bb_ngaynghi","Ngày nghỉ","DateTime","True","256","587","69.6","False","🟡 mid-null"
"crdfd_employee","843","crdfd_checkdata","Check data","String","True","282","561","66.5","True","🟡 mid-null; ⚠️ suspect-name"
"crdfd_employee","843","cr1bb_capbac","Cấp bậc","Lookup","True","383","460","54.6","False","🟡 mid-null"
"crdfd_employee","843","cr1bb_chucvu","Chức vụ","Lookup","True","383","460","54.6","False","🟡 mid-null"
"crdfd_employee","843","cr1bb_departmenteng","Department (Eng)","String","True","383","460","54.6","False","🟡 mid-null"
"crdfd_employee","843","cr1bb_leveleng","Level (Eng)","String","True","383","460","54.6","False","🟡 mid-null"
"crdfd_employee","843","cr1bb_nhomphongban","Nhóm phòng ban","String","True","383","460","54.6","False","🟡 mid-null"
"crdfd_employee","843","cr1bb_phongban","Phòng ban","Lookup","True","383","460","54.6","False","🟡 mid-null"
"crdfd_employee","843","cr1bb_positioneng","Position (Eng)","String","True","383","460","54.6","False","🟡 mid-null"
"crdfd_employee","843","crdfd_chinhanhnh","Bank Name","String","True","470","373","44.2","False",""
"crdfd_employee","843","crdfd_stknganhang","Bank Account","String","True","480","363","43.1","False",""
"crdfd_employee","843","wc001_trinho","Education","Picklist","True","491","352","41.8","False",""
"crdfd_employee","843","cr1bb_chucvutext","Chức vụ ( text)","String","True","547","296","35.1","False",""
"crdfd_employee","843","crdfd_iachihientai","Current Add","String","True","586","257","30.5","False",""
"crdfd_employee","843","crdfd_cccd","ID Code","String","True","591","252","29.9","False",""
"crdfd_employee","843","crdfd_masonhanvien","Timekeeping Code","String","True","591","252","29.9","False",""
"crdfd_employee","843","crdfd_ngaycap","Issued Date","DateTime","True","591","252","29.9","False",""
"crdfd_employee","843","crdfd_noicap","Issued Place","String","True","591","252","29.9","False",""
"crdfd_employee","843","crdfd_emailcanhan","Email công ty/cá nhân","String","True","593","250","29.7","False",""
"crdfd_employee","843","crdfd_quanlytructiep","Direct Management","Lookup","True","597","246","29.2","False",""
"crdfd_employee","843","crdfd_diachithuongtru","Permanence Add","String","True","598","245","29.1","False",""
"crdfd_employee","843","cr1bb_nhomchucdanh","Nhóm chức danh","Picklist","True","599","244","28.9","False",""
"crdfd_employee","843","cr1bb_nhomchucdanhtext","Nhóm chức danh text","String","True","599","244","28.9","False",""
"crdfd_employee","843","crdfd_capbac","Level","Picklist","True","603","240","28.5","False",""
"crdfd_employee","843","crdfd_ngaysinh","DOB","DateTime","True","606","237","28.1","False",""
"crdfd_employee","843","wc001_gioitinh","Gender","Picklist","True","606","237","28.1","False",""
"crdfd_employee","843","crdfd_xacnhanhanhkiem","Xác nhận hạnh kiểm","Boolean","True","616","227","26.9","False",""
"crdfd_employee","843","crdfd_loaihinhnhanvientext","Loại hình nhân viên text","String","True","619","224","26.6","False",""
"crdfd_employee","843","crdfd_loaihinhnhanvien","Status","Picklist","True","622","221","26.2","False",""
"crdfd_employee","843","cr1bb_chucvuvi","Position","Picklist","True","628","215","25.5","False",""
"crdfd_employee","843","cr1bb_ngaychinhthuc","Official Start Date","DateTime","True","648","195","23.1","False",""
"crdfd_employee","843","crdfd_ngaybatau","Start Date","DateTime","True","648","195","23.1","False",""
"crdfd_employee","843","crdfd_phonenumber","Phone","String","True","651","192","22.8","False",""
"crdfd_employee","843","crdfd_ongphucaothun","Đồng phục (áo thun)","Boolean","True","653","190","22.5","False",""
"crdfd_employee","843","crdfd_camketbaolanh","Cam kết bảo lãnh","Boolean","True","654","189","22.4","False",""
"crdfd_employee","843","crdfd_ongphuc","Đồng phục (áo khoác)","Picklist","True","654","189","22.4","False",""
"crdfd_employee","843","crdfd_bangcap","Bằng cấp","Boolean","True","700","143","17","False",""
"crdfd_employee","843","crdfd_camketthuetncn","Cam kết thuế TNCN","Boolean","True","700","143","17","False",""
"crdfd_employee","843","crdfd_cmndcccd","CMND / CCCD","Boolean","True","700","143","17","False",""
"crdfd_employee","843","crdfd_giaykhamsuckhoe","Giấy khám sức khỏe","Boolean","True","700","143","17","False",""
"crdfd_employee","843","crdfd_onxinviec","Đơn xin việc","Boolean","True","700","143","17","False",""
"crdfd_employee","843","crdfd_sohokhau","Sổ hộ khẩu","Boolean","True","700","143","17","False",""
"crdfd_employee","843","crdfd_soyeulylich","Sơ yếu lý lịch","Boolean","True","700","143","17","False",""
"crdfd_employee","843","crdfd_tinhthanh","Location","Lookup","True","753","90","10.7","False",""
"crdfd_employee","843","crdfd_username","Username","Lookup","True","757","86","10.2","False",""
"crdfd_employee","843","crdfd_mail","Email","String","True","807","36","4.3","False",""
"crdfd_employee","843","crdfd_phongbantext","Phòng ban (text)","String","True","816","27","3.2","False",""
"crdfd_employee","843","crdfd_phong","Dept","Picklist","True","827","16","1.9","False",""
"crdfd_employee","843","crdfd_name","Name","String","True","837","6","0.7","False",""
"crdfd_employee","843","cr1bb_trangthaitext","Trạng thái text","String","True","839","4","0.5","False",""
"crdfd_employee","843","crdfd_trangthai","Trạng thái","Picklist","True","839","4","0.5","False",""
"crdfd_employee","843","cr1bb_emailcal","Email cal","String","True","843","0","0","False",""
"crdfd_employee","843","cr1bb_emailcanhancal","Email cá nhân cal","String","True","843","0","0","False",""
"crdfd_employee","843","crdfd_fullnamecal","FullNameCal","String","True","843","0","0","False",""
"crdfd_employee","843","crdfd_local","Local","String","True","843","0","0","False",""
"crdfd_employee","843","crdfd_manhanvien","Employee Code","String","True","843","0","0","False",""
"crdfd_employee","843","crdfd_tinhthanhcal","Tỉnh/thành CAL","String","True","843","0","0","False",""
"crdfd_employee","843","crdfd_usernametext","UsernameText","String","True","843","0","0","False",""
"crdfd_products","21632","cr1bb_approvalwecare","Approval - Wecare","Lookup","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","cr1bb_approvalwecarename","cr1bb_approvalwecarename","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","cr1bb_gettheandroidapp","Get the Android app","DateTime","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","cr1bb_hinhanhnew_timestamp","cr1bb_hinhanhnew_timestamp","BigInt","True","1","21631","100","True","🔴 high-null; ⚠️ suspect-name; 💀 completely-empty"
"crdfd_products","21632","cr1bb_hinhanhnew_url","cr1bb_hinhanhnew_url","String","True","1","21631","100","True","🔴 high-null; ⚠️ suspect-name; 💀 completely-empty"
"crdfd_products","21632","cr1bb_hinhanhnewid","cr1bb_hinhanhnewid","Uniqueidentifier","True","1","21631","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","cr1bb_ketangkhohcmname","cr1bb_ketangkhohcmname","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","cr1bb_ngaycuoionhang","Ngày cuối đơn hàng","DateTime","True","0","21632","100","True","🔴 high-null; ⚠️ suspect-name; 💀 completely-empty"
"crdfd_products","21632","cr1bb_productgroupall","product group all ","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","cr1bb_today","Today","DateTime","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_approvaledit","Approval - Edit","Picklist","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_importbatch","Import Batch","Decimal","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_importhscode","Import HS code","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_importleadtime","Import Leadtime","Integer","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_importmoq","Import MOQ","Decimal","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_ketangname","crdfd_ketangname","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_kho_tp_hochiminhname","crdfd_kho_tp_hochiminhname","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_khobinhinhname","crdfd_khobinhinhname","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_khokhanhhoaname","crdfd_khokhanhhoaname","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_nguoitaoonname","crdfd_nguoitaoonname","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_nhanviengiaionb","Nhân viên giải đơn BĐ","Lookup","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_nhanviengiaionbname","crdfd_nhanviengiaionbname","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_personinchargeimportname","crdfd_personinchargeimportname","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_personinchargename","crdfd_personinchargename","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_personinchargesaigonname","crdfd_personinchargesaigonname","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_productgroupname","crdfd_productgroupname","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_tieuchuankiemtra","Tiêu chuẩn kiểm tra","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_tylekiemtramanual","Tỷ lệ kiểm tra manual","Decimal","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","crdfd_unitnamename","crdfd_unitnamename","String","True","0","21632","100","False","🔴 high-null; 💀 completely-empty"
"crdfd_products","21632","cr1bb_phanluongqrcodesanpham","Phân luồng QR Code sản phẩm","Picklist","True","32","21600","99.9","False","🔴 high-null"
"crdfd_products","21632","cr1bb_vathotro","VAT hỗ trợ","Picklist","True","41","21591","99.8","False","🔴 high-null"
"crdfd_products","21632","cr1bb_idmoi","id mới","String","True","98","21534","99.5","False","🔴 high-null"
"crdfd_products","21632","crdfd_flag","flag","String","True","592","21040","97.3","False","🔴 high-null"
"crdfd_products","21632","crdfd_personinchargeimport","Person in charge import","Lookup","True","614","21018","97.2","False","🔴 high-null"
"crdfd_products","21632","cr1bb_hinhanhfile_name","cr1bb_hinhanhfile_name","String","True","619","21013","97.1","False","🔴 high-null"
"crdfd_products","21632","crdfd_importsupplymode","Import Supply Mode","Picklist","True","728","20904","96.6","False","🔴 high-null"
"crdfd_products","21632","crdfd_yeucaukiemkho","Yêu cầu kiểm kho","String","True","820","20812","96.2","False","🔴 high-null"
"crdfd_products","21632","cr1bb_thoigianyeucau","Thời gian yêu cầu","DateTime","True","1088","20544","95","False","🔴 high-null"
"crdfd_products","21632","crdfd_ghichu","Ghi chú","String","True","1092","20540","95","False","🔴 high-null"
"crdfd_products","21632","crdfd_nguoitaoon","Người tạo đơn","Lookup","True","1239","20393","94.3","False","🔴 high-null"
"crdfd_products","21632","cr1bb_leadtimemua","Lead time mua","Integer","True","1563","20069","92.8","False","🔴 high-null"
"crdfd_products","21632","crdfd_phanloai","Phân loại","String","True","2306","19326","89.3","False","🟡 mid-null"
"crdfd_products","21632","crdfd_misaname","Misa name","String","True","2375","19257","89","False","🟡 mid-null"
"crdfd_products","21632","crdfd_leadtimechuachaybd","Leadtime gấp","Integer","True","3002","18630","86.1","False","🟡 mid-null"
"crdfd_products","21632","crdfd_khokhanhhoa","Kho Khánh Hòa","Lookup","True","3136","18496","85.5","False","🟡 mid-null"
"crdfd_products","21632","crdfd_masanphamnumber","Mã sản phẩm number","Integer","True","3225","18407","85.1","False","🟡 mid-null"
"crdfd_products","21632","crdfd_kho_tp_hochiminh","Kho Tp. Hồ Chí Minh","Lookup","True","4054","17578","81.3","False","🟡 mid-null"
"crdfd_products","21632","crdfd_misacode","Misa code","String","True","4284","17348","80.2","False","🟡 mid-null"
"crdfd_products","21632","crdfd_kiemdinhky","Kiểm định kỳ","Boolean","True","4371","17261","79.8","False","🟡 mid-null"
"crdfd_products","21632","crdfd_stockdeactivate","Stock deactivate","Picklist","True","5431","16201","74.9","False","🟡 mid-null"
"crdfd_products","21632","crdfd_ngaykiemkho","Ngày kiểm kho","DateTime","True","5792","15840","73.2","False","🟡 mid-null"
"crdfd_products","21632","cr1bb_ketangkhohcm","Kệ, tầng (kho HCM)","Lookup","True","6146","15486","71.6","False","🟡 mid-null"
"crdfd_products","21632","cr1bb_ketangkhohcmtext","Kệ, tầng (kho HCM) text","String","True","6146","15486","71.6","False","🟡 mid-null"
"crdfd_products","21632","crdfd_xahang","Xả hàng","Picklist","True","6808","14824","68.5","False","🟡 mid-null"
"crdfd_products","21632","cr1bb_odooid","Odoo ID","Integer","True","7450","14182","65.6","False","🟡 mid-null"
"crdfd_products","21632","crdfd_oldname","Old Name","String","True","7581","14051","65","True","🟡 mid-null; ⚠️ suspect-name"
"crdfd_products","21632","cr1bb_json_gia","json_gia","Memo","True","8999","12633","58.4","False","🟡 mid-null"
"crdfd_products","21632","crdfd_hoanthienbemat","Hoàn thiện bề mặt","String","True","8990","12642","58.4","False","🟡 mid-null"
"crdfd_products","21632","crdfd_loaisanpham","Loại sản phẩm","Picklist","True","9260","12372","57.2","False","🟡 mid-null"
"crdfd_products","21632","crdfd_picsg","PIC SG","String","True","9915","11717","54.2","False","🟡 mid-null"
"crdfd_products","21632","crdfd_thuonghieu","Thương hiệu","String","True","11054","10578","48.9","False",""
"crdfd_products","21632","crdfd_tieuchuankiemtranhomsp","Tiêu chuẩn kiểm tra nhóm sp","String","True","11719","9913","45.8","False",""
"crdfd_products","21632","crdfd_hinhanh_timestamp","crdfd_hinhanh_timestamp","BigInt","True","12152","9480","43.8","False",""
"crdfd_products","21632","crdfd_hinhanh_url","crdfd_hinhanh_url","String","True","12152","9480","43.8","False",""
"crdfd_products","21632","crdfd_hinhanhid","crdfd_hinhanhid","Uniqueidentifier","True","12152","9480","43.8","False",""
"crdfd_products","21632","cr1bb_imageurlproduct","Image url Product","String","True","12547","9085","42","False",""
"crdfd_products","21632","crdfd_picbd","PIC BD","String","True","12884","8748","40.4","False",""
"crdfd_products","21632","crdfd_tenthuongmai","Tên thương mại","String","True","13225","8407","38.9","False",""
"crdfd_products","21632","crdfd_tile","Tỉ lệ","Decimal","True","13225","8407","38.9","False",""
"crdfd_products","21632","crdfd_chatlieu","Chất liệu","String","True","13470","8162","37.7","False",""
"crdfd_products","21632","crdfd_ketang","Kệ, tầng","Lookup","True","17752","3880","17.9","False",""
"crdfd_products","21632","cr1bb_levelproductgroup","Level product group","String","True","18018","3614","16.7","False",""
"crdfd_products","21632","cr1bb_tonkhohangloibd","Tồn kho hàng lỗi - BD","Decimal","True","18155","3477","16.1","False",""
"crdfd_products","21632","crdfd_leadtimebuffer","Leadtime Buffer","Integer","True","19136","2496","11.5","False",""
"crdfd_products","21632","cr1bb_nganhnghe","Ngành nghề","Picklist","True","19417","2215","10.2","False",""
"crdfd_products","21632","crdfd_batbuocvat","Bắt buộc VAT?","Boolean","True","19803","1829","8.5","False",""
"crdfd_products","21632","crdfd_dang_chay_promotion","Đang chạy Promotion?","Boolean","True","19792","1840","8.5","False",""
"crdfd_products","21632","crdfd_importenabled","Import enabled","Boolean","True","19801","1831","8.5","False",""
"crdfd_products","21632","crdfd_leadtime2","Lead time","Integer","True","20071","1561","7.2","False",""
"crdfd_products","21632","crdfd_personinchargesaigon","Person in charge Sài Gòn","Lookup","True","20205","1427","6.6","False",""
"crdfd_products","21632","cr1bb_banchatgiaphatra","Bản chất giá phát ra","Picklist","True","20295","1337","6.2","False",""
"crdfd_products","21632","crdfd_gtgt","GTGT","Picklist","True","20521","1111","5.1","False",""
"crdfd_products","21632","crdfd_gtgt_value","GTGT value","Decimal","True","20521","1111","5.1","False",""
"crdfd_products","21632","crdfd_exuatkiemkho","Đề xuất kiểm kho","Boolean","True","20548","1084","5","False",""
"crdfd_products","21632","crdfd_minstock","Min Stock","Decimal","True","20562","1070","4.9","False",""
"crdfd_products","21632","crdfd_tkltbomua","TKLT (bỏ mua)","Decimal","True","20573","1059","4.9","False",""
"crdfd_products","21632","crdfd_tonkholythuyetbomuabd","Tồn kho lý thuyết (bỏ mua) - BD","Decimal","True","20573","1059","4.9","False",""
"crdfd_products","21632","crdfd_khobinhinh","Kho Bình Định","Lookup","True","20583","1049","4.8","False",""
"crdfd_products","21632","crdfd_maxstock","Max Stock","Decimal","True","20583","1049","4.8","False",""
"crdfd_products","21632","crdfd_tonkholythuyetbd","Tồn kho lý thuyết - BD","Decimal","True","20583","1049","4.8","False",""
"crdfd_products","21632","crdfd_tonkhothuctebd","Tồn kho thực tế - BD","Decimal","True","20583","1049","4.8","False",""
"crdfd_products","21632","cr1bb_phanluongqrcodecal","Phân luồng QRcode CAL","String","True","21061","571","2.6","False",""
"crdfd_products","21632","crdfd_tylekiemtraauto","Tỷ lệ kiểm tra auto","Decimal","True","21064","568","2.6","False",""
"crdfd_products","21632","cr1bb_hieulucgiatheonhomsp","Hiệu lực giá theo nhóm SP","Decimal","True","21286","346","1.6","False",""
"crdfd_products","21632","cr1bb_cap4","Cấp 4","String","True","21581","51","0.2","False",""
"crdfd_products","21632","crdfd_productgroup","Nhóm sản phẩm","Lookup","True","21581","51","0.2","False",""
"crdfd_products","21632","crdfd_person_in_charge","Person in charge CAL","String","True","21611","21","0.1","False",""
